,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index ,Department,Sentiment,Emotions,Summary,date
603,60,General,Bottoms,Jeans,1037,Not worth it for the price,"They are beautiful in person, until you put the on. the fit was a bit weird; tighter in the waist, roomy in the crotch. the fabrics work 100% against one another. the vegan leather, especially the detail pieces at the outer side seams, is too stiff. the back is thin and has far too much elasticity. at $150 i passed. these will only enter my closet on sale.",0,3,0,Product,positive,"comfortable, great, like, throw on, go","comfortable, great color & fabric, easy to wear",2022-07-24 20:06:29.189189189
604,56,General,Dresses,Dresses,1104,Stunning...,"I purchased the navy color of this dress. not only did it look good, but felt good as well. since it is for a wedding, i also purchased a white crochet cropped ""sweater"" to wear over as well, making the perfect dress for the mother of the groom. could not have been happier.",0,5,1,Product,positive,"cool, loved, sophisticated, nice, flattering","cool leggings, sophisticated outfit, soft fabric, flattering fit",2022-07-25 00:00:00.000000000
605,50,General,Tops,Blouses,820,Even more beautiful than pictured,"This top is unique and gorgeous! i'm a singer and i knew i had to have it for an upcoming performance. it's got a really great ethnic/bohemian beauty and femininity to it. i saw the top on-line, then i went to the store to try it on. it is delicate- it has beading, embroidery and mesh, so one has to be careful putting on jackets, brushing up against things, etc. but it's well worth it. please note that due to the lining, it does run small, i had to go up a size. depending on how you'd like it to",7,5,1,Product,negative,"disappointed, unimpressed, hopeful, undecided, indifferent","armholes too big, black pattern not special, swingy feel, consider on sale.",2022-07-25 03:53:30.810810810
606,35,General Petite,Tops,Blouses,820,Beautiful top!,"This top is so perfect for the fall... flowy, beautiful embroidery and paired with jeans and brown boots,gorgeous! wore it once and got a lot of compliments!  i'm 5'2"" 125 and ordered a size 4. 2 worked too but just a tad tight in the arms. :)",0,5,1,Product,positive,"love, know, wearing, today, down","embroidery is navy blue, size down",2022-07-25 07:47:01.621621621
607,38,General Petite,Bottoms,Pants,1066,Makes me look dumpy,"I do not love these pants. while the fabric is nice, they make me look rather dumpy. i highly recommend the essential taper pant instead, which has beautiful tapering legs and made me look more slender. these pants make me look like i've put on 20 pounds and they also make me look rather squat. perhaps they would look good on someone tall, but at 5' 6"" these are a miss for me!",15,3,0,Product,negative,"disappointed, hesitant, curious, hopeful, unsure","thin and light-colored denim, cute shape, butt-flattening effect",2022-07-25 11:40:32.432432432
608,67,General Petite,Tops,Blouses,829,Style with a kick,This is a stylish blouse with classic features as well as quirky features such as pleats and gathers. very flattering fit!,1,5,1,Product,positive,"flattering, good, worn, fits well, curvy figure, wish, more colors, show flaws slightly, stretchy","good design, fits well, wish it came in more colors",2022-07-25 15:34:03.243243243
609,57,General,Bottoms,Skirts,1006,Wanted to love this skirt,"I was so curious to see this skirt. it looks just like pic. really gorgeous bold pattern and a faux suede like fabric. my only problem was that i thought there was too much fabric. i love maxi skirts. i am 5&#39;8&quot; and 136 lbs. it was a bit long on me but just had too much fabric. i have slim hips but this made them look larger. skirt is almost ballroom gown like in its fullness. loved it and someone else might love it but for me, it was too much. wish it worked!",0,2,0,Product,negative,"cute, love, itchy, fan, nice, feminine","cute cardigan, itchy material, wide edges, nice color, feminine",2022-07-25 19:27:34.054054054
610,34,General,Dresses,Dresses,1081,"Nice, but not for me","This is a very nice dress. the jersey is soft and high quality. the construction appears solid. the color is very pretty, and looks in real life just like it does on my computer. the cut and draping just don't work for me. there's just too much draping, too much fabric. it overwhelmed me and made me look bigger than i am. i have a feeling this would be much more flattering on a curvier figure than my own. this dress seemed to be trying to accentuate curves i don't really have (especially in the",4,4,1,Product,positive,"soft, warm, gorgeous, beautiful, perfect","soft, warm skirt with beautiful colors, perfect for spring",2022-07-25 23:21:04.864864864
611,50,General Petite,Jackets,Jackets,977,Nice jacket,This jacket is a flattering although somewhat boxy. it does run large - i wear a medium and ordered a small. fits perfect. looks great with jeans and a t-shirt.,0,4,1,Product,negative,"disappointment, frustration, dissatisfaction, regret, annoyance","dress runs large, sleeves are not as pictured, returning",2022-07-26 03:14:35.675675675
612,37,General,Tops,Blouses,834,Black and white is navy?,"I love this top and find it flattering, but the black and white polka-dotted motif that i purchased definitely has navy blue in it -- not black. kind of disappointing that the color description was so inaccurate.",2,4,1,Product,positive,"loved, purchased","pale green sweater, purchased in another color",2022-07-26 07:08:06.486486486
613,64,General,Bottoms,Shorts,540,Cute but tricky zipper,"These are super cute shorts - great pattern, pockets (yay!) and really nice fabric. but, they're just a little too short for me, run a little small, and the side zipper is something of a pain -- i don't know if it was a construction issue on the pair i received or a stupid user issue but it seemed as if the seam with the zipper was just off -- not really a side seam but more toward the back. plus, the zipper sticks on the waistband seam making it even more difficult to zip. i wish i had read the",0,4,1,Product,positive,"caution, snug, great, dressed up, dressed down","high quality, caution about tight top, versatile for pregnancy and post-partum.",2022-07-26 11:01:37.297297297
614,34,General,Tops,Blouses,830,So much fabric...,"The picture of this top is misleading. it's more like a tent/ super short dress. i ordered my usual size (l) and could easily get away with a small in this top, if the arm holes were not too tight. i def. need to go down to a medium, and maybe even a petite medium since i'm 5/3. the top is 100% cotton, but there is so much fabric there is no way a little shrinkage would offset the amount of extra fabric. it looks like a tent on. plus, the picture and description make it seem like a normal top le",1,3,1,Product,negative,"mistake, love, help","huge, quality, design, sized down two sizes",2022-07-26 14:55:08.108108108
615,50,General,Tops,Blouses,840,Adorable and flattering,This top is very cute. got it in the lighter color. the fit is great and it will go with many things. if size medium were not out of stock in the blue color i would have purchased that one also.,0,5,1,Product,positive,"comfortable, cute, versatile","comfortable and cute, versatile colors",2022-07-26 18:48:38.918918919
616,40,General Petite,Tops,Sweaters,936,,"Perfection. effortless cool, and the colors are much more vibrant and gorgeous in person. endless options. you know a sweater must be a dream if you end up buying it when it's still 90 degrees outside. runs true to size---the medium fit with room to layer underneath.",9,5,1,Product,negative,"disappointment, frustration, hope, dissatisfaction, regret","sizing issue, not like previous purchase, disappointment in fit",2022-07-26 22:42:09.729729729
617,43,General Petite,Tops,Fine gauge,895,A must have closet staple,"This was my favorite piece in my order. it fit so well that i immediately went online to see if they had other colors. they don't. i voice the other reviewers opinion: get more colors in of this style. i would order in a heartbeat. i plan on wearing this to work (it's freezing in my office) but it is versatile enough to pair with jeans for a casual look. the material was soft, woven tightly (a good thing) and well made. good one retailer! definitely a keeper.",4,5,1,Product,positive,"pretty, tts, long, extra length, light weight, comfortable, love","pretty pajamas, tts, long, light weight, comfortable, love the print",2022-07-27 02:35:40.540540540
618,29,General,Tops,Knits,868,"Yeah, but it's a great tent!","Ok, this shirt is like my dream.  it's large, comfy but sexy with the back dip.  as a larger chested lady (32g), i really appreciate having a tee that i can easily throw on and look put together.  clearly, this is a larger, styled swing tee but it's one of my favorites.  paired with a cute pair of boots, and easily worn with a jacket.  it can tend to fall off the shoulders so i'd size down.  i'll probably pick up the grey too.",0,5,1,Product,positive,"loved, great, cant go wrong, purchase","great quality, looks great, cant go wrong with this purchase",2022-07-27 06:29:11.351351351
619,54,General,Tops,Knits,888,Nice top,A cute top. slightly tight in the upper area. debated returning but decided to keep as the top is unique and i know that i will wear it frequently. aleardy thinking of way to wear all year around! runs small,0,5,1,Product,negative,"unflattering, chic, right, short, curvy","high-waisted belts, fit, returning",2022-07-27 10:22:42.162162162
620,58,General,Tops,Blouses,829,Love it,I love this top! the length is just right and i love the flow of it!,3,5,1,Product,positive,"flattering, love, perfect, lovely, wish","navy dress, flattering crisscross, stretchy fabric, perfect fit",2022-07-27 14:16:12.972972973
621,30,General,Dresses,Dresses,1078,Cuter on the model,"No, no, no...i don't know if it was the way it got flattened out in the packaging, or what, but it sticks out like a tent from the hips down. i'm 5'7"", about 145, 32c, usually wear a 6 or 8 in dresses. this thing barely buttoned over my bust, and then flares out to a tent-like triangular shape at the bottom. i don't think it would come out by washing and ironing it; i'm afraid it was just cut poorly. i looked like a sad prisoner in stripes, unfortunately. i bought three different dresses in the",2,2,0,Product,positive,"love, happy","beautiful, comfortable, breathable",2022-07-27 18:09:43.783783783
622,54,General,Dresses,Dresses,1103,I feel like a princess...,"This is the most beautiful dress ever! i'm very short and petite with an hourglass figure and a rather large chest. this dress feels like it was made for me. i often have a difficult time finding a dress that flatters my figure and is slimming. i was shocked that it was even a little roomy in the chest. the cut is so beautiful and it is very well made. while the lining might be too short for tall girls, being only 5""1, the lining is perfect. the length in the back is just a teeny bit too long so",1,5,1,Product,positive,"excited, satisfied, surprised, happy, content","nice pants, great fabric, perfect fit, excited to wear",2022-07-27 22:03:14.594594594
623,56,General Petite,Tops,Knits,872,,"This top is made from a thick, sweatshirt-type fabric, making it a nice choice for transitional weather. the details are quite unusual and lovely. i just got it and i've already worn it twice.",0,4,1,Product,positive,"love, feminine, casual",feminine look with casual style,2022-07-28 01:56:45.405405405
624,35,General Petite,Tops,Fine gauge,903,Too cropped,"As others have said, this is cropped, so will look funny with most pants that aren't high waisted. i'm going to try it with a few dresses before i return it. the lining is adorable, so i don't want to have to send it back.",0,2,0,Product,positive,"comfortable, lightweight, soft, stretchy, beautiful","comfortable, lightweight joggers with soft and stretchy fabric",2022-07-28 05:50:16.216216216
625,34,Initmates,Intimate,Intimates,475,So comfy!,"This is an awesome bra! it has a reinforced cup underneath (although not an underwire), which i like. i was a little worried that it'd be huge, as i'm on the smaller side of the natori 36b in other bras, but it fits well and seems like it would accommodate b or c cup ladies. the lace is pretty and it is well made. i want more colors!",0,5,1,Product,negative,"interesting, good, easy, fine, dull","fit and design interesting, color scheme dull",2022-07-28 09:43:47.027027027
626,67,General,Dresses,Dresses,1110,So pretty,"Got this dress in the mail today, and it's definitely a keeper. the material is high quality, and i can see wearing this dress on all but the coldest days of winter. it'll be great to wear today in 90 degree weather, and with a cardigan and booties, it will easily transition into cool weather. the colors, patterns, and lace are all just beautiful. for reference, i always order xs for loose fitting dresses, and a size 4 for close fitting styles. the xs in this dress is perfect.",3,5,1,Product,positive,"comfortable, flattering, simplicity, wearable, cute",comfortable and flattering summer top with a cute twist.,2022-07-28 13:37:17.837837838
627,35,General,Jackets,Outerwear,1115,Nice jacket but too large!,This jacket is made well and looks great but sadly i ordered the size 00p and it was still too large! if it had of been smaller i'd love it but it wasn't so i had to return it....,1,4,1,Product,positive,"liked, big",dress ran too big,2022-07-28 17:30:48.648648648
628,38,General Petite,Jackets,Jackets,981,Great vest,I bought this yesterday in store - i agree it runs large and sizing down keeps it from swallowing you.  i typically wear a large and went with a medium.  love the grey color - it will make a nice neutral.  am looking forward to wearing this well into fall/winter as i'm in the south where it takes a while to get cold.,0,5,1,Product,positive,"happy, loose, solves, high-rise, long","waist a bit loose, high-rise, solves with drawstring tie",2022-07-28 21:24:19.459459459
629,53,General Petite,Intimate,Lounge,510,Zoe slip,"When i saw this slip/nighty on-line i loved it! most of the night-gowns i own are from retailer and i am very pleased with them. i ordered my normal size small and it fit well. for reference i am 5' 1"" and 120lbs, 35c. the only slight issue is that the fabric is quite sheer, not a big deal since one is wearing this item to sleep in, but it would have been better in my opinion if it wasn't so see-through. also this may not matter to anyone but the stitching along the top is a bright neon pin",10,4,1,Product,positive,"cute, good, rough, scratchy",fabric is a little rough and scratchy,2022-07-29 01:17:50.270270270
630,23,General,Dresses,Dresses,1095,"Lovely, unique and odd","I really wanted to love this dress. two lovely associates paired it with the desideria bib necklace and the black dakota cardigan, which gives the outfit definition and elegance. but the dress by itself would have needed altering to fit my 34-b top. i chose size m because of the length-- the small was 1 1/2 "" shorter in front (i am 5'8"") in the end, i realized i would probably choose my other favorites from my closet. but it will be stunning on the right person.",6,5,1,Product,negative,"disappointment, frustration, regret, dissatisfaction, annoyance","size issue, sold out",2022-07-29 05:11:21.081081081
631,40,General Petite,Dresses,Dresses,1078,"Well made dress, fit could be tricky","The patters/colors on this dress are much more stunning in person. it is lined and feels very well made. the pockets don't add bulk to the hip area as many times they do, which is great. the fit can be tricky if you have any semblance of curves. if you can, try this one on in a store before buying. for reference: i am 5'7"", have broad shoulders, am pear shaped (i have hips and a good sized rear end), 34b bust, weigh 145 lbs., and generally wear a size 6 or 8 for tops and bottoms. the size 8 fit",1,5,1,Product,positive,"excited, happy, standard, high quality","light blue summer jacket, high quality, standard fit",2022-07-29 09:04:51.891891892
632,60,General,Tops,Blouses,815,,Very soft color and soft to touch. the material is light and airy and it feels great on. i wear a medium and bought the small. i would definitely buy this in another pattern if they made it as cute as the flamingos.,1,5,1,Product,negative,"cute, smaller chested","maternity top, suited for someone smaller chested",2022-07-29 12:58:22.702702702
633,57,General,Dresses,Dresses,1110,,"The essence of femininity. simply beautiful. if you begin with the pattern of the dress, you become drawn to it. then, as you look closer and see the slip with its creamy detailed embroidery, and immediately you see how the dress opens at the bodice with tiny, set buttons, you soon realize, that's not all... the bottom of this fine piece of art continues with soft, delicate, chiffon trim with a bonus layer of the most beautiful lace to finish it off. i bought it on sight and just love it. i was",27,5,1,Product,positive,"loved, beautiful, can't wait","shorter than pictured, size runs large, beautiful color",2022-07-29 16:51:53.513513513
634,44,General Petite,Tops,Blouses,844,,Gorgeous in every way except its length and how it hangs at the bottom. i prefer a shirt i can wear tucked in or out. this one will work well tucked in but not out so i am returning disappointed it was so well done in other particulars.,2,3,0,Product,positive,"hopeful, happy, stumped, puzzled, cozy","stretchy, warm, cozy sweater, sheds",2022-07-29 20:45:24.324324324
635,35,General,Tops,Knits,873,Cute and comfy,"I was nervous about buying this without trying it on, but i followed the size chart and wasn't disappointed! it's flattering thanks to the fitted upper-half and the forgiving peplum bottom-half. overall, it's thin, light, and airy.",0,5,1,Product,positive,"wonderful, warm, cozy, cute, love","warm and cozy and cute, love them",2022-07-30 00:38:55.135135135
636,49,General Petite,Tops,Blouses,831,Better in person,I probably would have never purchased this blouse is i had only seen it online. but i was at our local store looking for something else and spotted it hanging all the way on the other end of the store. a salesperson encouraged me to try it on and it is beautiful! it can easily be dressed up or down. you can tie the bow in multiple ways or leave it hanging. it is sheer but the pattern obscures the transparency so no camisole is needed. it embraces the 70's vibe in a modern way. i absolutely love,0,4,1,Product,positive,"beautiful, spectacular, great, justice, soft","beautiful dress, fitted top, flares bottom, soft denim, sparkly belt",2022-07-30 04:32:25.945945946
637,43,General,Bottoms,Shorts,282,Favorite shorts ever,If i could get these in every color i would! these shorts fit so well and the quality is really nice. i wear them with t-shirts or dress them up with a blouse. i'm a mom in my mid-40's and its hard to find a decent pair of shorts that fit me without being too long or too short - these fit the bill.,0,5,1,Product,positive,"happy, soft, perfect, often","super soft, perfect for fall season",2022-07-30 08:25:56.756756756
638,26,General,Dresses,Dresses,1102,It's a shift dress,"This dress isn't as fitted as it looks on the model. it appear to be more of a shift dress. as gorgeous as the print and quality are, it doesn't look great on me. for reference, i'm 5'5 105lbs and bought xs. for whatever reason, the high neckline isn't flattering on me. i do personally think this dress is perfect if you have broad shoulders.",1,3,0,,,,,2022-07-30 12:19:27.567567567
639,45,General Petite,Dresses,Dresses,1110,Beautiful,I love this dress so much. absolutely beautiful true to the size. since i start wearing it i got so many good compliment. the flowers is very spring and summary. very sexy to the bottom....,1,5,1,Product,positive,"cute, stretch, throughout the day","cute top, stretches throughout the day",2022-07-30 16:12:58.378378378
640,63,General,Tops,Knits,870,Wow simply gorgeous,"Ladies don't let this beauty get away. never paid much attention to it on-line but went into local retailer today and it was returned by someone. i couldn't get it on fast enough. it is gorgeous. runs tts. i took the small, for reference i am 36c top and petite. this will work on any body type. you won't be sorry. well worth the money for the style and fabric.",12,5,1,Product,positive,"pleased, perfect, soft-looking, true, enough","true to size, elasticized waistband, floor-length, as pictured",2022-07-30 20:06:29.189189189
641,51,General,Tops,Knits,862,Basic and dressy,"I purchased the black in the store and wore the next day. so soft and lays nicely, pretty sleeve detail. quality and fit as expected. the arm holes are a tad larger than i prefer, but i typically wear a camisole under tops so it doesn't bother me. for reference, i'm 5'8, 36c and purchased the medium.",10,5,1,Product,negative,"disappointment, frustration, dissatisfaction, resignation, annoyance",tank is nice quality but too short and boxy,2022-07-31 00:00:00.000000000
642,63,General,Tops,Knits,872,Love this top,"I love this top, beautiful soft fabric , much prettier than picture, can be worn on or off shoulders. extremely flattering, falls to a perfect length , great with shorts, pants or a long skirt.",14,5,1,Product,negative,"loved, flattering, lost, unfortunately, sold out","green color, flattering cut, petite size sold out",2022-08-01 00:00:00.000000000
643,25,General Petite,Dresses,Dresses,1078,Size up,"If you are shaped anything like me, you will have to size up quite a bit on this one. i tried it on in my normal size and probably needed to size up 2 or more sizes to get the proper fit. the fabric has no ""give"" and feels a little cheap in my opinion. for your reference, i am a curvy, athletic build with broad shoulders.",0,4,1,Product,positive,"like, great, perfect, best","frayed ankle looks great, length is perfect, runs one size small",2022-08-01 17:33:39.512195121
644,32,General,Dresses,Dresses,1072,Color not as shown,"The dress is very pretty, but the sequins are dark blue! i imagined they would be silver/gold, given the photo, but the dress is essentially light pink and blue.",3,2,1,Product,positive,"perfect, flattering, well made, lightweight, well thought out",well made lightweight sweater with flattering neckline and ribbing detail,2022-08-02 11:07:19.024390243
645,54,General,Tops,Knits,862,Cute and comfy,This top is really cute. my daughter tried it on and tried to take it.,2,5,1,Product,positive,"happy, hopeful","high quality cropped trouser, happy with purchase.",2022-08-03 04:40:58.536585365
646,47,Initmates,Intimate,Swim,428,,Gorgeous suit - sexy cut on the back but seems to hold you as well. suit runs very small. i wear a 4 in regular clothing. i bought both the small and medium and just exchanged it for a large.,4,4,1,Product,positive,"surprised, happy","thin but works, super cute, happy with purchase",2022-08-03 22:14:38.048780487
647,55,General Petite,Intimate,Lounge,134,Comfy,"Nice feminine pattern with a thick fabric. it's great having pockets! the white is ivory. i'm a size 4, and the small fits nicely. it would be nice, if the pant length was a little longer. i have a 31"" inseam, and they end up being a couple of inches above my ankle, but that's just my preference. overall, very happy with this purchase.",0,5,1,Product,positive,"unsure, disappointed, hopeful, satisfied, curious","size 8 shirt, sheer and flowy, needs tank or cami underneath.",2022-08-04 15:48:17.560975609
648,55,General,Bottoms,Shorts,133,Cute,"Nice fit, stretchy fabric, but they do not stretch out of shape or so much that they are too big after wearing for a few hours. very true to size and great length. i am going to buy another pair because i know once i wear these out i will want a back-up!",2,5,1,Product,positive,"liked, prefered, cute, comfy, didn't find","pink color, sequins, comfy, leggings, boots, high heels",2022-08-05 09:21:57.073170731
649,42,General,Tops,Knits,867,Beautiful shirt,"I loved the shirt. the fabric was amazing and i loved the way it fit, unfortunately it didn't look good on me. but i would recommend this shirt to anyone who can pull it off the look, i was sad i couldn't.",0,5,1,Product,positive,"cute, love, dress up, dress down, waiting","cute shirt for spring, colored striping, dress up or down",2022-08-06 02:55:36.585365853
650,46,General,Bottoms,Pants,1056,,"This jumper is so much more flattering than it appears in the product photo! i am not sure why it was paired in a way that made it look so wintery- and did not play up on the capri length and interesting artsy top! 

i am a curvy 4 or a 6, smaller on top, with hips. i love this fit. it it pulls in at a high waist, with a stretch in the pants---it's just adorable! i would say that the top portion is quite fitted- it's not a stretchy material, more of a textured thick fabric- so that is somethin",3,4,1,Product,negative,"disappointed, frustrated, dissatisfied, regretful, hopeful","sweater dress not flattering for hourglass figure, quality is good",2022-08-06 20:29:16.097560975
651,67,Initmates,Intimate,Layering,463,Great aqua print,"Love the aqua print, which looks vaguely japanese to me. the quality is good, but unlike the other reviewer, i had to size up. my usual size x small was too tight. wish there were more colors.",2,5,1,Product,negative,"frustration, disappointment, dissatisfaction, annoyance, dissatisfaction",sizing issue in bust and shoulder area,2022-08-07 14:02:55.609756097
652,37,General,Jackets,Outerwear,1122,First fall favorite,This poncho is dreamy. the colors are divine and appear a little bolder in person. there is a gorgeous leather trim around the edges that elevates the look so much. the belt minimizes how big the poncho is and really makes it feminine. its everything you dream of when it comes to a third layer for fall. my only gripe is that the fabric is a little itchy. it being wool i can't say that i'm surprised and the truth is that its heavy enough that you would definitely be wearing long sleeves underneat,5,5,1,Product,positive,"soft, airy, great, terrible, more","soft and airy dress, great color, arm holes slightly low",2022-08-08 07:36:35.121951219
653,57,General,Tops,Blouses,844,Love it,"Very comfortable,  looks great on. like the color & fabric. something you can throw on & go",0,5,1,Product,negative,"disappointment, frustration, dissatisfaction, regret, skepticism","fit issues, fabric quality, elasticity, high price",2022-08-09 01:10:14.634146341
654,68,Initmates,Intimate,Lounge,336,Classy leggings,"These are very cool leggings. the cut out design really puts them several classes above a simple black legging. they can be worn with dressier tops and could be a sophisticated looking outfit. i wore them for the first time today and really loved them. i didn't feel like i was out in ""leggings"" but more like i was wearing a nice pair of pants. the fabric is soft and the cut is very flattering all over - including the rear. they are definitely sculpting and firming. they fit the same size-wise as",11,5,1,Product,positive,"good, felt, perfect, happier","navy dress, white crochet sweater, perfect dress for mother of the groom.",2022-08-09 18:43:54.146341463
655,29,General,Dresses,Dresses,1081,Meh...,"I have the long sleeved version of this dress and was super excited to try on the sleeveless version, but it just didn't work nearly as well. the armholes are huge and will definitely show quite a bit of bra. the black pattern was also nothing special. i like the mock turtleneck and the dress has a nice swingy feel - would consider getting it if it went on sale. 

i tried on the small and the extra small - didn't notice a difference between the two. i think i have on the xs in the photo.",1,3,0,Product,positive,"unique, gorgeous, great, ethnic/bohemian beauty, femininity, delicate, well worth it",unique and gorgeous top with ethnic/bohemian beauty and femininity. Delicate but well worth it.,2022-08-10 12:17:33.658536585
656,57,General,Bottoms,Jeans,1038,,"Love just know the embroidery is navy blue wearing them today, size down",4,5,1,Product,positive,"perfect, flowy, beautiful, gorgeous, compliments","perfect for fall, flowy with beautiful embroidery, received compliments",2022-08-11 05:51:13.170731707
657,48,General,Bottoms,Jeans,1033,More faded than they look here,"I stopped into a store near me specifically to try these on given how adorable they look here. while i liked them, i didn't love them. i love some stretch, so that part was good. however, the denim was much thinner and lighter colored than they look to me online here. 


i really want to love them, though their light color has me less enthusiastic. another reviewer also mentioned a butt-flattening effect, which i noticed also. i might have sprung for them anyway, they do have a cute shape, bu",0,3,0,Product,negative,"dumpy, slender, pounds, squat, miss","pants make me look dumpy, miss for me",2022-08-11 23:24:52.682926829
658,26,General,Tops,Knits,868,Cute tunic,"This tunic is very nice. flattering, good design, worn in winter and spring, and fits well. i have a curvy figure, and this fits well. i wish it came in more colors.it does show flaws slightly but fits well and is stretchy.",0,4,1,Product,positive,"stylish, classic, quirky, flattering","stylish blouse with classic and quirky features, flattering fit",2022-08-12 16:58:32.195121951
659,36,General,Tops,Sweaters,937,Itchy,This cardigan is very cute in the picture and i really wanted to love it but it just didn't seem worth the price. the material is kind of itchy to me and i wasn't a huge fan of the wide edges in the front. the colour is very nice and feminine.,1,3,0,Product,negative,"curious, gorgeous, problem, love, long, larger, loved, wish","too much fabric, long, slim hips, wish it worked",2022-08-13 10:32:11.707317073
660,45,General,Bottoms,Skirts,993,Gorgeous skirt,This skirt is so soft and warm! looks gorgeous with middi boots or ankle boots. colors are beautiful and the length is perfect to take you into spring!,0,5,1,Product,negative,"nice, soft, high quality, solid, pretty, flattering","dress with too much draping, not flattering for my figure.",2022-08-14 04:05:51.219512195
661,25,General Petite,Dresses,Dresses,1099,Runs large and sleeves are different from photo,"I really wanted to love this dress because i like the lacing at the neck.. the dress is high quality and comfortable but it runs very large. also... the sleeves on the model are gathered. the sleeves on the dress i received just hang loose and big at the wrist with no gathering whatsoever. they're so wide at the bottom you can't really roll them up without them falling down the next second. it also runs quite long (longer than on the model) and i'm 5'9"". unfortunately, i guess i'll be returning",0,4,1,Product,positive,"flattering, boxy, perfect, great","jacket is flattering, runs large, fits perfect, looks great",2022-08-14 21:39:30.731707317
662,56,General Petite,Tops,Fine gauge,895,,I purchased the pale green in this sweater first. loved it so much i purchased in another color.,0,5,1,Product,negative,"love, flattering, disappointing, inaccurate",inaccurate color description,2022-08-15 15:13:10.243902439
663,36,General,Dresses,Dresses,1110,A stunner,"Gorgeous colors, high quality. my only word of caution is that the top part is very tight. if you have a large chest (c+) this is going to be snug, or not fit at all. i'm wearing it now in pregnancy, but i think it will also look great post-partum. can be dressed up or down.",0,5,1,Product,negative,"frustration, disappointment, annoyance, dissatisfaction, regret","shorts with cute pattern and pockets, but too short and small, zipper issues",2022-08-16 08:46:49.756097561
664,54,General,Tops,Knits,868,Huge!,"Hi, i would have to agree with all of the reviewers.i unfortunately had to find out for myself. mistake. it's huge. i love the quality and design but even if you sized down two sizes it wouldn't help.",3,2,0,Product,negative,"misleading, tight, need, shrinkage, extra","misleading picture, tight arm holes, need smaller size, too much fabric",2022-08-17 02:20:29.268292683
665,55,General Petite,Tops,Knits,854,Top that works with lots of colors,Comfortable and cute. versatile colors that can be worn with virtually anything.,0,5,1,"Product, Inventory",positive,"cute, great, many things, out of stock, blue color","cute top, great fit, out of stock in blue color",2022-08-17 19:54:08.780487805
666,45,General,Tops,Sweaters,929,I really wanted to love this but...,"It was just too big in the regular size and too short in petite.  the proportion was off.  i bought a similar sweater last year in a blue color that i wore constantly and was hoping this would be like it. i think if you are very tall you might pull this off. i'm 5,4"" and even the extra small regular hung below my booty.",12,3,0,Product,positive,"perfection, effortless, cool, vibrant, gorgeous","vibrant colors, true to size, room to layer",2022-08-18 13:27:48.292682927
667,53,General Petite,Intimate,Lounge,419,Nice light weight pajamas,"I just purchased these pajamas on-line and they are very pretty in person. i found them to be tts in my usual size small though a bit on the long side as i'm only 5'4"". i don't mind a little extra length though because these are just to lounge/sleep in. i think these soft pj's will be great during the warmer months as they are very light weight and comfortable. you'll absolutely love the print on them and wish there was a matching top!",5,5,1,Product,positive,"favorite, well, versatile, soft, well made","good quality, versatile piece, more colors needed",2022-08-19 07:01:27.804878048
668,83,General Petite,Jackets,Jackets,956,Great gift!!,Got this poncho for christmas and loved it the moment i got it out of the box!! great quality and looks great cant go wrong with this purchase.,0,5,1,Product,positive,"dream, appreciate, favorites, cute, easily","large, comfy, sexy swing tee, can be worn with boots and jacket",2022-08-20 00:35:07.317073170
669,36,General Petite,Jackets,Jackets,959,Strange cut,"I usually like coats and wraps with high-waisted belts, but this way too high, and the fit was really unflattering. i can see it being chic on a tall, slender person, but it's definitely not right for my short, curvy body. returning it today.",0,2,0,Product,positive,"cute, unique, frequent, small","cute top, unique, wear frequently, runs small",2022-08-20 18:08:46.829268292
670,48,General,Dresses,Dresses,1094,Love it!,Tried this lovely navy dress on in the store in a size 6 and it was perfect. wish there had been a petite available to try since the hem fell below the knees on me and it would have to be hemmed. the crisscross on the front is very flattering to the waistline and i love the see through fabric along the shoulders and back. it's stretchy too!,3,5,1,Product,positive,"love, flow","length, flow",2022-08-21 11:42:26.341463414
671,32,General,Tops,Knits,872,Beautiful top,I absolutely love this top! i own it in coral and white. it is simply beautiful and the linen fabric makes it comfortable and breathable. i am so happy i bought this top!,1,5,1,Product,negative,"disappointment, frustration, dissatisfaction, sadness, regret","poor cutting, tent-like shape, sad prisoner in stripes",2022-08-22 05:16:05.853658536
672,54,General Petite,Bottoms,Pants,1059,Off the grid,"Kicky looking pants, that i got at a bargain basement steal. i'd be kicking myself if i didn't buy them. can't wait to wear them once it warms up. they'll look great with a lightweight, boxy sweater and flats. i tried on the 4 and the 2 and the 2 is perfect. the fabric has a nice, fluid feel to it. i always swore to my husband i'd never wear plaids, but i guess i lied.",0,5,1,Product,positive,"beautiful, flatters, slimming, shocked, well made","well-made dress that flatters and slims, perfect for petite figures.",2022-08-22 22:49:45.365853658
673,33,General,Tops,Knits,873,,Love this shirt it has a femine look with a casual style.,0,4,1,Product,positive,"unusual, lovely, nice, transitional, worn","thick fabric, unusual details, nice choice for transitional weather",2022-08-23 16:23:24.878048780
674,67,General,Bottoms,Pants,1051,Perfect dressy jogger!,"These joggers are so comfortable. nice and lightweight and fabric is very soft and a bit stretchy, so they move with you. beautiful dark navy/indigo print, very subtle and blends well with many tops. perfect length (i am 5'3"", 116 lb. and purchased xs). love them!",0,5,1,Product,negative,"funny, adorable, return","cropped top, lining is adorable, considering returning it",2022-08-24 09:57:04.390243902
