age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index ,date,deparment,sentiment,emotions,summary
67,General,Dresses,Dresses,1110,So pretty,"Got this dress in the mail today, and it's definitely a keeper. the material is high quality, and i can see wearing this dress on all but the coldest days of winter. it'll be great to wear today in 90 degree weather, and with a cardigan and booties, it will easily transition into cool weather. the colors, patterns, and lace are all just beautiful. for reference, i always order xs for loose fitting dresses, and a size 4 for close fitting styles. the xs in this dress is perfect.",3,5,1,2022-10-10 03:07:49.565217391,Product,positive,"love, comfortable, perfect, happy, wish","comfortable and perfect shorts, wish for more color options"
35,General,Jackets,Outerwear,1115,Nice jacket but too large!,This jacket is made well and looks great but sadly i ordered the size 00p and it was still too large! if it had of been smaller i'd love it but it wasn't so i had to return it....,1,4,1,2022-10-10 18:46:57.391304347,Product,negative,"frustration, disappointment, dissatisfaction, annoyance, confusion","sizing issue with jumpsuit, pants start too high, gathering creates unwanted pooch"
38,General Petite,Jackets,Jackets,981,Great vest,I bought this yesterday in store - i agree it runs large and sizing down keeps it from swallowing you.  i typically wear a large and went with a medium.  love the grey color - it will make a nice neutral.  am looking forward to wearing this well into fall/winter as i'm in the south where it takes a while to get cold.,0,5,1,2022-10-11 10:26:05.217391304,Product,positive,"fun, comfortable, cool, nice",embroidered and beaded detail is quite nice
53,General Petite,Intimate,Lounge,510,Zoe slip,"When i saw this slip/nighty on-line i loved it! most of the night-gowns i own are from retailer and i am very pleased with them. i ordered my normal size small and it fit well. for reference i am 5' 1"" and 120lbs, 35c. the only slight issue is that the fabric is quite sheer, not a big deal since one is wearing this item to sleep in, but it would have been better in my opinion if it wasn't so see-through. also this may not matter to anyone but the stitching along the top is a bright neon pin",10,4,1,2022-10-12 02:05:13.043478260,Product,negative,"worried, lost, stretched out, sagged, giving up","dress quality issue, worried about shape and fit"
23,General,Dresses,Dresses,1095,"Lovely, unique and odd","I really wanted to love this dress. two lovely associates paired it with the desideria bib necklace and the black dakota cardigan, which gives the outfit definition and elegance. but the dress by itself would have needed altering to fit my 34-b top. i chose size m because of the length-- the small was 1 1/2 "" shorter in front (i am 5'8"") in the end, i realized i would probably choose my other favorites from my closet. but it will be stunning on the right person.",6,5,1,2022-10-12 17:44:20.869565217,Product,negative,"loved, billowy, larger, pregnant","shirt look loved, billowy under chest, larger, pregnant."
40,General Petite,Dresses,Dresses,1078,"Well made dress, fit could be tricky","The patters/colors on this dress are much more stunning in person. it is lined and feels very well made. the pockets don't add bulk to the hip area as many times they do, which is great. the fit can be tricky if you have any semblance of curves. if you can, try this one on in a store before buying. for reference: i am 5'7"", have broad shoulders, am pear shaped (i have hips and a good sized rear end), 34b bust, weigh 145 lbs., and generally wear a size 6 or 8 for tops and bottoms. the size 8 fit",1,5,1,2022-10-13 09:23:28.695652174,Product,positive,"flattering, comfortable, wonderful, fun, favorite","flattering and comfortable dress, perfect for work and fun."
60,General,Tops,Blouses,815,,Very soft color and soft to touch. the material is light and airy and it feels great on. i wear a medium and bought the small. i would definitely buy this in another pattern if they made it as cute as the flamingos.,1,5,1,2022-10-14 01:02:36.521739130,Product,positive,"comfortable, put-together, cute, slimming, like","comfortable and cute top, slimming for large bust."
57,General,Dresses,Dresses,1110,,"The essence of femininity. simply beautiful. if you begin with the pattern of the dress, you become drawn to it. then, as you look closer and see the slip with its creamy detailed embroidery, and immediately you see how the dress opens at the bodice with tiny, set buttons, you soon realize, that's not all... the bottom of this fine piece of art continues with soft, delicate, chiffon trim with a bonus layer of the most beautiful lace to finish it off. i bought it on sight and just love it. i was",27,5,1,2022-10-14 16:41:44.347826087,Product,positive,"love, comfortable, warm, dressy, casual","comfortable, warm, dressy yet casual dress"
44,General Petite,Tops,Blouses,844,,Gorgeous in every way except its length and how it hangs at the bottom. i prefer a shirt i can wear tucked in or out. this one will work well tucked in but not out so i am returning disappointed it was so well done in other particulars.,2,3,0,2022-10-15 08:20:52.173913043,Product,positive,"great, comfortable, well made, whimsy","great top for spring and summer, comfortable and well made."
35,General,Tops,Knits,873,Cute and comfy,"I was nervous about buying this without trying it on, but i followed the size chart and wasn't disappointed! it's flattering thanks to the fitted upper-half and the forgiving peplum bottom-half. overall, it's thin, light, and airy.",0,5,1,2022-10-16 00:00:00.000000000,Product,positive,"lovely, cool, gorgeous","lovely dress with cool slits, gorgeous fabric, too long for shorter people"
49,General Petite,Tops,Blouses,831,Better in person,I probably would have never purchased this blouse is i had only seen it online. but i was at our local store looking for something else and spotted it hanging all the way on the other end of the store. a salesperson encouraged me to try it on and it is beautiful! it can easily be dressed up or down. you can tie the bow in multiple ways or leave it hanging. it is sheer but the pattern obscures the transparency so no camisole is needed. it embraces the 70's vibe in a modern way. i absolutely love,0,4,1,2022-10-16 15:39:07.826086956,Product,negative,"complain, mind, thick, well, short","dress is ""bell"" shaped, fabric doesn't lay well, shorter than expected, good quality"
43,General,Bottoms,Shorts,282,Favorite shorts ever,If i could get these in every color i would! these shorts fit so well and the quality is really nice. i wear them with t-shirts or dress them up with a blouse. i'm a mom in my mid-40's and its hard to find a decent pair of shorts that fit me without being too long or too short - these fit the bill.,0,5,1,2022-10-17 07:18:15.652173913,product,positive,"love, nice, great, snug, stretched","leggings fit well, love the print and bought more."
26,General,Dresses,Dresses,1102,It's a shift dress,"This dress isn't as fitted as it looks on the model. it appear to be more of a shift dress. as gorgeous as the print and quality are, it doesn't look great on me. for reference, i'm 5'5 105lbs and bought xs. for whatever reason, the high neckline isn't flattering on me. i do personally think this dress is perfect if you have broad shoulders.",1,3,0,2022-10-17 22:57:23.478260869,Product,positive,"lovely, fun, beautiful, issue, tad","lovely jacket, fun take on blazer, beautiful ruffle pocket-detail"
45,General Petite,Dresses,Dresses,1110,Beautiful,I love this dress so much. absolutely beautiful true to the size. since i start wearing it i got so many good compliment. the flowers is very spring and summary. very sexy to the bottom....,1,5,1,2022-10-18 14:36:31.304347826,Product,negative,"disappointed, frustrated, regretful, dissatisfied, sad","sizing issue, unflattering fit, returned"
63,General,Tops,Knits,870,Wow simply gorgeous,"Ladies don't let this beauty get away. never paid much attention to it on-line but went into local retailer today and it was returned by someone. i couldn't get it on fast enough. it is gorgeous. runs tts. i took the small, for reference i am 36c top and petite. this will work on any body type. you won't be sorry. well worth the money for the style and fabric.",12,5,1,2022-10-19 06:15:39.130434782,Product,positive,"flattering, fun, comfortable, vibrant, light","flattering, fun, vibrant colors, comfortable fabric, runs large"
51,General,Tops,Knits,862,Basic and dressy,"I purchased the black in the store and wore the next day. so soft and lays nicely, pretty sleeve detail. quality and fit as expected. the arm holes are a tad larger than i prefer, but i typically wear a camisole under tops so it doesn't bother me. for reference, i'm 5'8, 36c and purchased the medium.",10,5,1,2022-10-19 21:54:46.956521739,Product,positive,"cute, interesting, comfortable, flowy","cute design, interesting back feature, comfortable and flowy."
63,General,Tops,Knits,872,Love this top,"I love this top, beautiful soft fabric , much prettier than picture, can be worn on or off shoulders. extremely flattering, falls to a perfect length , great with shorts, pants or a long skirt.",14,5,1,2022-10-20 13:33:54.782608695,Product,negative,"unsure, disappointed, frustrated, dissatisfied, concerned","sizing issue, uncomfortable fit, camel toe problem"
25,General Petite,Dresses,Dresses,1078,Size up,"If you are shaped anything like me, you will have to size up quite a bit on this one. i tried it on in my normal size and probably needed to size up 2 or more sizes to get the proper fit. the fabric has no ""give"" and feels a little cheap in my opinion. for your reference, i am a curvy, athletic build with broad shoulders.",0,4,1,2022-10-21 05:13:02.608695652,Product,negative,"frustration, confusion, disappointment, dissatisfaction, surprise","dress sizing issue, not suitable for average body shape"
32,General,Dresses,Dresses,1072,Color not as shown,"The dress is very pretty, but the sequins are dark blue! i imagined they would be silver/gold, given the photo, but the dress is essentially light pink and blue.",3,2,1,2022-10-21 20:52:10.434782608,Product,negative,"disappointed, like, overpriced","overpriced, disappointed, quality not great, color is good"
54,General,Tops,Knits,862,Cute and comfy,This top is really cute. my daughter tried it on and tried to take it.,2,5,1,2022-10-22 12:31:18.260869565,Product,negative,"disappointment, frustration, discomfort","itchy, uncomfortable, puffy sleeves, metallic thread, lace"
47,Initmates,Intimate,Swim,428,,Gorgeous suit - sexy cut on the back but seems to hold you as well. suit runs very small. i wear a 4 in regular clothing. i bought both the small and medium and just exchanged it for a large.,4,4,1,2022-10-23 04:10:26.086956521,Product,negative,"big, cute, maternity","shirt is big, could be cute as maternity shirt"
55,General Petite,Intimate,Lounge,134,Comfy,"Nice feminine pattern with a thick fabric. it's great having pockets! the white is ivory. i'm a size 4, and the small fits nicely. it would be nice, if the pant length was a little longer. i have a 31"" inseam, and they end up being a couple of inches above my ankle, but that's just my preference. overall, very happy with this purchase.",0,5,1,2022-10-23 19:49:33.913043478,Product,negative,"disappointing, highest hopes, beautifully designed, comfortably, crisp","sheer shirt, disappointing, highest hopes for crisp white shirt"
55,General,Bottoms,Shorts,133,Cute,"Nice fit, stretchy fabric, but they do not stretch out of shape or so much that they are too big after wearing for a few hours. very true to size and great length. i am going to buy another pair because i know once i wear these out i will want a back-up!",2,5,1,2022-10-24 11:28:41.739130434,Product,positive,"loved, looking for, concern, recommend, compliments","lightweight jacket, soft and versatile, received compliments"
42,General,Tops,Knits,867,Beautiful shirt,"I loved the shirt. the fabric was amazing and i loved the way it fit, unfortunately it didn't look good on me. but i would recommend this shirt to anyone who can pull it off the look, i was sad i couldn't.",0,5,1,2022-10-25 03:07:49.565217391,Product,positive,"surprised, beautiful, comfortable, flattering, compliments","beautiful dress, comfortable and flattering, received many compliments"
46,General,Bottoms,Pants,1056,,"This jumper is so much more flattering than it appears in the product photo! i am not sure why it was paired in a way that made it look so wintery- and did not play up on the capri length and interesting artsy top! 

i am a curvy 4 or a 6, smaller on top, with hips. i love this fit. it it pulls in at a high waist, with a stretch in the pants---it's just adorable! i would say that the top portion is quite fitted- it's not a stretchy material, more of a textured thick fabric- so that is somethin",3,4,1,2022-10-25 18:46:57.391304348,Product,positive,"beautiful, soft, lovely, easy, fits","beautiful sweater, soft, lovely color, easy to wear, fits"
67,Initmates,Intimate,Layering,463,Great aqua print,"Love the aqua print, which looks vaguely japanese to me. the quality is good, but unlike the other reviewer, i had to size up. my usual size x small was too tight. wish there were more colors.",2,5,1,2022-10-26 10:26:05.217391304,Product,positive,"cute, flattering","cute and flattering raspberry clothing, paired with dark gray tank"
37,General,Jackets,Outerwear,1122,First fall favorite,This poncho is dreamy. the colors are divine and appear a little bolder in person. there is a gorgeous leather trim around the edges that elevates the look so much. the belt minimizes how big the poncho is and really makes it feminine. its everything you dream of when it comes to a third layer for fall. my only gripe is that the fabric is a little itchy. it being wool i can't say that i'm surprised and the truth is that its heavy enough that you would definitely be wearing long sleeves underneat,5,5,1,2022-10-27 02:05:13.043478261,Product,positive,"perfect, cute, different","flowier top for layering, cute peplum detail."
57,General,Tops,Blouses,844,Love it,"Very comfortable,  looks great on. like the color & fabric. something you can throw on & go",0,5,1,2022-10-27 17:44:20.869565217,Product,positive,"concerned, beautiful, rich, ordinary, lined","beautiful blue velvet dress, lined, rich-looking material"
68,Initmates,Intimate,Lounge,336,Classy leggings,"These are very cool leggings. the cut out design really puts them several classes above a simple black legging. they can be worn with dressier tops and could be a sophisticated looking outfit. i wore them for the first time today and really loved them. i didn't feel like i was out in ""leggings"" but more like i was wearing a nice pair of pants. the fabric is soft and the cut is very flattering all over - including the rear. they are definitely sculpting and firming. they fit the same size-wise as",11,5,1,2022-10-28 09:23:28.695652174,Product,positive,"amazing, great, cute, well-made, perfect","well-made pants with a gorgeous pattern, perfect sizing"
29,General,Dresses,Dresses,1081,Meh...,"I have the long sleeved version of this dress and was super excited to try on the sleeveless version, but it just didn't work nearly as well. the armholes are huge and will definitely show quite a bit of bra. the black pattern was also nothing special. i like the mock turtleneck and the dress has a nice swingy feel - would consider getting it if it went on sale. 

i tried on the small and the extra small - didn't notice a difference between the two. i think i have on the xs in the photo.",1,3,0,2022-10-29 01:02:36.521739130,Product,positive,"flattering, comfortable, perfect, spring, dressed up, dressed down","flattering and comfortable dress for spring, versatile for different occasions."
57,General,Bottoms,Jeans,1038,,"Love just know the embroidery is navy blue wearing them today, size down",4,5,1,2022-10-29 16:41:44.347826087,Product,negative,"disappointed, frustrated, indifferent, satisfied, unsure","pilcro made tighter waist due to complaints, fit and quality are good"
48,General,Bottoms,Jeans,1033,More faded than they look here,"I stopped into a store near me specifically to try these on given how adorable they look here. while i liked them, i didn't love them. i love some stretch, so that part was good. however, the denim was much thinner and lighter colored than they look to me online here. 


i really want to love them, though their light color has me less enthusiastic. another reviewer also mentioned a butt-flattening effect, which i noticed also. i might have sprung for them anyway, they do have a cute shape, bu",0,3,0,2022-10-30 08:20:52.173913043,Product,positive,"happy, well made, light, comfortable, tastefully done, great, rare finds, dressed up, dressed down, across seasons, spring, shrinking","well made dress, versatile for different seasons, may shrink when washed"
26,General,Tops,Knits,868,Cute tunic,"This tunic is very nice. flattering, good design, worn in winter and spring, and fits well. i have a curvy figure, and this fits well. i wish it came in more colors.it does show flaws slightly but fits well and is stretchy.",0,4,1,2022-10-31 00:00:00.000000000,Product,positive,"amazing, great, quality, fits, wonderfully","great quality dress, fits wonderfully, transition between seasons"
36,General,Tops,Sweaters,937,Itchy,This cardigan is very cute in the picture and i really wanted to love it but it just didn't seem worth the price. the material is kind of itchy to me and i wasn't a huge fan of the wide edges in the front. the colour is very nice and feminine.,1,3,0,2022-11-01 00:00:00.000000000,Product,negative,"love, happy, significant, older, worn","significant pilling, older, worn"
45,General,Bottoms,Skirts,993,Gorgeous skirt,This skirt is so soft and warm! looks gorgeous with middi boots or ankle boots. colors are beautiful and the length is perfect to take you into spring!,0,5,1,2022-11-01 03:10:41.095890410,Product,positive,"pleased, nervous, great, warm, pretty","good fit, warm lining, pretty crowns on birds."
25,General Petite,Dresses,Dresses,1099,Runs large and sleeves are different from photo,"I really wanted to love this dress because i like the lacing at the neck.. the dress is high quality and comfortable but it runs very large. also... the sleeves on the model are gathered. the sleeves on the dress i received just hang loose and big at the wrist with no gathering whatsoever. they're so wide at the bottom you can't really roll them up without them falling down the next second. it also runs quite long (longer than on the model) and i'm 5'9"". unfortunately, i guess i'll be returning",0,4,1,2022-11-01 06:21:22.191780821,Product,negative,"loved, issue, tight, curvy, problem, ripped, hassle","dress fit perfectly, but difficult to take off, ripped the back"
56,General Petite,Tops,Fine gauge,895,,I purchased the pale green in this sweater first. loved it so much i purchased in another color.,0,5,1,2022-11-01 09:32:03.287671232,Product,positive,"cute, flattering, loosen up, quality","cute and flattering, order one size down, good quality."
36,General,Dresses,Dresses,1110,A stunner,"Gorgeous colors, high quality. my only word of caution is that the top part is very tight. if you have a large chest (c+) this is going to be snug, or not fit at all. i'm wearing it now in pregnancy, but i think it will also look great post-partum. can be dressed up or down.",0,5,1,2022-11-01 12:42:44.383561643,Product,negative,"strange, cute, small, return, large","suit design issue, small fit, had to return"
54,General,Tops,Knits,868,Huge!,"Hi, i would have to agree with all of the reviewers.i unfortunately had to find out for myself. mistake. it's huge. i love the quality and design but even if you sized down two sizes it wouldn't help.",3,2,0,2022-11-01 15:53:25.479452054,Product,negative,"loved, flattering, soft, bummed, holes","holes appeared after washing, fabric quality issue"
55,General Petite,Tops,Knits,854,Top that works with lots of colors,Comfortable and cute. versatile colors that can be worn with virtually anything.,0,5,1,2022-11-01 19:04:06.575342465,Product,positive,"forewarned, lightweight, perfect, gorgeous, wish","lightweight fabric, perfect for summer, gorgeous boho design"
45,General,Tops,Sweaters,929,I really wanted to love this but...,"It was just too big in the regular size and too short in petite.  the proportion was off.  i bought a similar sweater last year in a blue color that i wore constantly and was hoping this would be like it. i think if you are very tall you might pull this off. i'm 5,4"" and even the extra small regular hung below my booty.",12,3,0,2022-11-01 22:14:47.671232876,Product,positive,"favorite, flattering, wonderful, skin","favorite romper, flattering, material feels wonderful against skin"
53,General Petite,Intimate,Lounge,419,Nice light weight pajamas,"I just purchased these pajamas on-line and they are very pretty in person. i found them to be tts in my usual size small though a bit on the long side as i'm only 5'4"". i don't mind a little extra length though because these are just to lounge/sleep in. i think these soft pj's will be great during the warmer months as they are very light weight and comfortable. you'll absolutely love the print on them and wish there was a matching top!",5,5,1,2022-11-02 01:25:28.767123287,Product,positive,"great, tight, ordinary, love, flattering","neckline needs improvement, overall flattering fit"
83,General Petite,Jackets,Jackets,956,Great gift!!,Got this poncho for christmas and loved it the moment i got it out of the box!! great quality and looks great cant go wrong with this purchase.,0,5,1,2022-11-02 04:36:09.863013698,Product,positive,"happy, comfortable, versatile, tremendous, win","comfortable, versatile romper, tremendously happy"
36,General Petite,Jackets,Jackets,959,Strange cut,"I usually like coats and wraps with high-waisted belts, but this way too high, and the fit was really unflattering. i can see it being chic on a tall, slender person, but it's definitely not right for my short, curvy body. returning it today.",0,2,0,2022-11-02 07:46:50.958904109,Product,positive,"satisfied, impressed, happy, content, pleased","true to size, good quality, versatile for all seasons"
48,General,Dresses,Dresses,1094,Love it!,Tried this lovely navy dress on in the store in a size 6 and it was perfect. wish there had been a petite available to try since the hem fell below the knees on me and it would have to be hemmed. the crisscross on the front is very flattering to the waistline and i love the see through fabric along the shoulders and back. it's stretchy too!,3,5,1,2022-11-02 10:57:32.054794520,Product,positive,"lucky, torn, layer, rich","moss color is richer, size options available"
32,General,Tops,Knits,872,Beautiful top,I absolutely love this top! i own it in coral and white. it is simply beautiful and the linen fabric makes it comfortable and breathable. i am so happy i bought this top!,1,5,1,2022-11-02 14:08:13.150684931,Product,positive,"pretty, flowy, love, debating, great","pretty and flowy top, debating on keeping it, great for summer"
54,General Petite,Bottoms,Pants,1059,Off the grid,"Kicky looking pants, that i got at a bargain basement steal. i'd be kicking myself if i didn't buy them. can't wait to wear them once it warms up. they'll look great with a lightweight, boxy sweater and flats. i tried on the 4 and the 2 and the 2 is perfect. the fabric has a nice, fluid feel to it. i always swore to my husband i'd never wear plaids, but i guess i lied.",0,5,1,2022-11-02 17:18:54.246575342,Product,positive,"great, perfect, hard, nice, thick","leggings, cold weather, large calves, thick and warm"
33,General,Tops,Knits,873,,Love this shirt it has a femine look with a casual style.,0,4,1,2022-11-02 20:29:35.342465753,Product,negative,"love, favorite, down side, excuse, look","tee shirt with higher neckline and subtle ruffle, developed holes quickly"
67,General,Bottoms,Pants,1051,Perfect dressy jogger!,"These joggers are so comfortable. nice and lightweight and fabric is very soft and a bit stretchy, so they move with you. beautiful dark navy/indigo print, very subtle and blends well with many tops. perfect length (i am 5'3"", 116 lb. and purchased xs). love them!",0,5,1,2022-11-02 23:40:16.438356164,Product,positive,"soft, cozy, love","soft and cozy jeans, love them"
64,General Petite,Dresses,Dresses,1072,Mixed feelings....,"The fit and design are interesting. in the 00p, the fit was good though the dress was not easy to get into or out of - strategy required. the quality is fine. but the color was very ""blah,"" with too little of the bright stripes in an otherwise rather dull color scheme. that made the dress overall feel too busy and rather confused. with the lining and material weight, it would be more a cold weather item only, not an all seasonal dress.

generally, it was interesting but not a ""most come home wit",6,4,1,2022-11-03 02:50:57.534246575,Product,positive,"adorable, flattering, correct, perfect","adorable top, flattering style, correct size, perfect fit"
64,General,Tops,Knits,862,Versatile!,"This top is comfortable and flattering. i really like the simplicity- a wearable basic summer top, with a cute twist, just enough to make it contemporary, but not overstated.",0,5,1,2022-11-03 06:01:38.630136986,Product,positive,"pleasantly surprised, highly recommend, out there","super soft, high quality, perfect fit for petites"
28,General,Dresses,Dresses,1077,Liked but too big,"Really liked this dress, but it ran too big for me.",1,3,1,2022-11-03 09:12:19.726027397,Product,positive,"cute, great, love","cute, great colors and fit"
48,General,Bottoms,Pants,1051,"Stylish, but run a little large","I'd say these are exactly as-pictured and i'm happy with them. they run a little big in the waist; i most often wear xspetite in retailer sizes, and can often wear xs regular but these are a bit loose (i have a 26"" waist, 34"" hips). the drawstring tie solves that of course but it's only in the front, it doesn't go all the way around the waist, the rest is elastic. i'd also say these are high-rise, or long in the crotch (but i'm only 5'3"" so they're probably mid-rise on tall people). i have them hi",7,4,1,2022-11-03 12:23:00.821917808,Product,negative,"disappointed, dissatisfied, frustrated, regretful, annoyed","beaded shirt, quality seems good, shoulders pleated and puffy, collar floppy"
37,General Petite,Tops,Knits,883,,"Cute top, good color, fabric is a little rough and scratchy",0,4,1,2022-11-03 15:33:41.917808219,Product,positive,"beautiful, flattering","dress navy and neutral stripes, fits true to size, knot at hip beautiful and flattering"
42,General Petite,Bottoms,Jeans,1033,Cute ankle jean!,"These are great, but unfortunately ran small for me in comparison to my other pilcro jeans. i returned and the size i need is sold out now.",0,5,1,2022-11-03 18:44:23.013698630,,,,
49,General,Jackets,Jackets,975,Unflattering cut,"I was excited to see this offered by retailer because i have been looking for a light blue summer jacket or blazer that isn't a denim jacket and this seemed to fit the bill. i've ordered several cartonnier blazers in 00p, as early as 2013 and as late as spring 2015, and have been very happy with them. on the plus side i would say that the color is depicted accurately and it does seem like a high quality jacket. but while the shoulders and sleeves were a pretty standard fit for 00p, it was much too",21,3,0,2022-11-03 21:55:04.109589041,Product,positive,"love, okay, flattering, reference, ordered","flattering dress, heavier fabric, good for hourglass figure"
71,General,Tops,Knits,873,Pretty but not for me,"This top reminded me of a maternity top. cute, but better suited for someone smaller chested.",0,3,0,2022-11-04 01:05:45.205479452,Product,positive,"comfortable, long, expected, everyday, formal","comfortable dress, full skirt, everyday wear"
33,General,Tops,Sweaters,937,Great staple sweater!,"I just saw this in the store and loved it! it is shorter than pictured on the model, but it's not short. with a long shirt underneath, i'll wear it with leggings. the color is beautiful!! the size does run large - i normally wear a large at retailer, and i got this in a medium. i can't wait to wear it all fall and winter long!",0,5,1,2022-11-04 04:16:26.301369863,Product,positive,"love, nervous, hopeful",more tops like this in the fall line
34,General Petite,Tops,Fine gauge,895,Wardrobe staple,"I had this on my birthday list and was really hopeful that it'd work out based on all of the good reviews. when i got it, i was happy with the fit and fabric, but i was stumped as to what i'd wear it with. it hung in the closet for a couple of weeks because i just didn't know if i could pull off the length. i took the plunge today and find it pairs nicely with a flared leg pant and simple shirt underneath. it's so stretchy, warm, and cozy! the sweater does shed as another reviewer mentioned so k",0,5,1,2022-11-04 07:27:07.397260274,Product,positive,"different, cute, love, beautiful, substantial","cute coral color lining, beautiful drape, soft fabric"
70,General,Bottoms,Pants,1047,,"Received these as a christmas gift from my daughter. just wonderful - warm and cozy and cute. size m is just a tad baggy; i'm sure i could have worn small, but no matter. i wear these often and love them! such a treat!",3,5,1,2022-11-04 10:37:48.493150684,Product,negative,"fence, slinky, loose, large, a-line, over sized, body, intricately, movement, tug, extended","fabric is slinky and loose, sleeves are attached intricately, movement causes tugging"
42,General,Dresses,Dresses,1110,Adorable dress,"The picture does not do it justice. this dress is beautiful on. it is fitted on the top and flares on the bottom. it is also a very soft denim. the person helping me at the store brought a sparkly belt that made it even more spectacular. truth is it looks great with or without the belt. it fits true to size (5'4"", 135 lbs and 34c and my usual size 2 was great).",6,5,1,2022-11-04 13:48:29.589041095,Product,positive,"anticipation, excitement, satisfaction, happiness, hesitation","flattering and comfy pants, worth the price"
20,General,Tops,Fine gauge,896,Fall wardrobe staple,"I just got this in and i love it! it's happy, super soft, and will be perfect for the fall season in new orleans, since it's not too light but also not heavy. i see myself wearing this often!",2,5,1,2022-11-04 16:59:10.684931506,Product,positive,"favorable, liked, lovely, chic","good quality, stays off shoulders, size down, dark navy looks chic"
48,General Petite,Intimate,Lounge,498,,,0,2,0,2022-11-04 20:09:51.780821917,Product,positive,"quality, design, busty",designers need to consider busty women in their clothing line.
45,General,Tops,Knits,869,,Cute top but does stretch out a bit throughout the day.,0,4,1,2022-11-04 23:20:32.876712328,Product,positive,"comfortable, good, heavier, fun, perfect","comfortable and versatile linen pants, reminiscent of old hippie days."
56,General,Bottoms,Pants,1060,Lightweight and pretty summer pants,"I bought these in white (not a harsh white, more soft-looking), and am very pleased with them. they are true to the manufacturer's sizing (i own another pair of pants from elevenses in the same size), which runs somewhat large (i'm 5' 5"" tall, weigh 135 pounds, and the size 6 fit perfectly). the back of the waistband is elasticized, so there's some give. they're long enough on me that they hit the floor; with heels, they're perfect. they look as pictured, but what you can't tell from the photo i",0,5,1,2022-11-05 02:31:13.972602739,,,,
50,General,Tops,Knits,866,It's going back,"This tank (in black) is nice quality, most of the fringe hangs straight and seems to be attached well. it's just too short and too boxy for my figure (curvy/hips). would look good on someone who has straight hips and is not long waisted. since that doesn't describe me, it has to go back.",0,2,0,2022-11-05 05:41:55.068493150,Product,negative,"disappointed, surprised, frustrated, dissatisfied, curious","dress not as expected, fabric is stiff"
39,General,Tops,Fine gauge,895,Need petite,"Loved the green color, the cut is super flattering, but alas, i do need hte petite, ti was a bit long and i looked a little lost. unfrotuantely, the color is sold out in petite :-(",1,5,1,2022-11-05 08:52:36.164383561,Product,positive,"comfortable, nice, snugly, nicer, left behind","pattern on regular fabric, nice colors, comfortable fit, petite length below knee"
34,General,Bottoms,Jeans,1022,Great alternative to black pants,"I really like these. they're not too distressed, and the frayed ankle looks great. not too casual that you couldn't wear them to the office. the length is perfect on me, (i'm 5'1) i can wear them with sandals and booties without having to roll them up. they do run about one size small. i'm 5'1, 120 lbs, a slightly curvey petite and the 27 fit best,.",4,4,1,2022-11-05 12:03:17.260273972,Product,positive,"love, lightweight, comfortable, versatile, fun","lightweight, comfortable, versatile sweater, fun piece to wear"
54,General,Tops,Fine gauge,909,Curve-hugging lightweight classic,"I got a size xxsp which is perfect although i usually wear a xs petite or xs. i'm 5'2"", currently 33-25-37, 30d/32c bra, with narrow shoulders and torso, a bit long-waisted. the ribbed darby sweater hugs every single curve without being tight. low cut, but not as low as on the model; very flattering neckline. sleeves end about an inch above my elbows and can be folded up.
.
well made, very lightweight knit of 57% cotton, 43% polyester. the ribbing detail is very well thought out. there is bias",0,5,1,2022-11-05 15:13:58.356164383,Product,positive,"great, largish, curvier, fitted, long arms, great wrists, sturdy, cheap looking, hand-wash, long time, certain days, more colors, thanks","design, long arms, not cheap looking, hand-wash, more colors"
37,General Petite,Bottoms,Pants,1059,High quality,"This cropped trouser is very high quality and perfect for summer. i ordered my usual size petite 4 (i am 5'2"" 115 lb) and i felt a little tight but since other previous reviews said they do stretch after wearing it, i decided to keep it. i hope they stretch out a little bit more. overall, i am very happy with my purchase.",3,5,1,2022-11-05 18:24:39.452054794,Product,positive,"happy, cute, great, happy, nice","nice top, dressy and cute, very happy with this purchase"
47,General,Jackets,Jackets,965,It's cute,"I thought it would have been heavier, surprised it was so thin but it works. i live in the deep south so it doesn't get that cold. i wore it to dinner with a black top and jeans, it was super cute. i'm happy with my purchase.",0,4,1,2022-11-05 21:35:20.547945205,Product,negative,"disappointed, loved, awkward, alright, cozy","fit and styling disappointed, cozy material for fall season"
56,General Petite,Tops,Blouses,834,Cute top,"I bought this top in the brown /white combo although i really wanted the red /white but haven't had any luck finding it. i am never sure of my size in retailer but run anywhere from small to large depending on brands. i'm 5'4"", 140, 34 ddd. i wish other reviewers would state their sizes to help others purchase.. i got this shirt in size 8 which usually never happens to me. i wear a white tank or cream cami underneath since it is very sheer and dips low at the cleavage area. it is still flowy but n",1,5,1,2022-11-06 00:46:01.643835616,Product,positive,"pretty, compliments, comfortable, reccomend","pretty dress, comfortable, highly reccomend"
41,General,Dresses,Dresses,1081,"Pretty, airy dress","I tried the pink color on in the fall and liked it but wasn't sure how much i'd wear it for the price. i ordered down a size in the maize for the holidays when it went on sale. i think i prefered the subtlety of the pink/blush color. the maize is a goldenrod yellow, not as light a shade as it looks in the online picture. i'll still keep it because it is super comfy, though the sequins don't show as well as on the blush. it will look cute with leggings and boots or high heels. i didn't find it to",0,4,1,2022-11-06 03:56:42.739726027,Product,negative,"disappointment, frustration, dissatisfaction, annoyance, anger",pilcro ankle stet jeans are not as good as they used to be.
